No,業種区分,施設名称,施設所在地,施設所在地,施設ビル名,施設TEL,開設者名,代表者肩書,代表者名,確認番号,確認年月日,前月新確認施設(確認年月日)
635,取次所,ダスキン白石東支店,北海道札幌市白石区本通７丁目北１－１２,札幌市白石区本通７丁目北１－１２,,011-864-0438,株式会社アイビック,代表取締役,手塚幸夫,札保環確認（ク）第13号,2018-08-03,
636,取次所,クリーニングエース　コープさっぽろ本通店,北海道札幌市白石区本通８丁目南３－７,札幌市白石区本通８丁目南３－７,コープさっぽろ本通８丁目店,011-868-3010,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第15号,2016-11-02,
637,取次所,エンパイアー　ダイイチ白石店,北海道札幌市白石区本通１３丁目北７番３,札幌市白石区本通１３丁目北７番３,ダイイチ白石店　１Ｆ,011-866-7710,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第17号,2008-07-04,
638,取次所,恵佑会札幌病院クリーニング取次所,北海道札幌市白石区本通１４丁目北１番１号,札幌市白石区本通１４丁目北１番１号,恵佑会札幌病院１Ｆ,011-868-9530,札幌グランドホテルサービス株式会社,代表取締役,縄田圭一,札保環確認（ク）第19号,2003-07-25,
639,クリーニング工場,白樺クリーニング店,北海道札幌市白石区本通１７丁目南８－５,札幌市白石区本通１７丁目南８－５,,011-862-2471,本間利吉,,,札白保衛確認（ク）第14号,1973-04-03,
640,クリーニング工場,株式会社エンパイアー札幌東支店,北海道札幌市白石区本通２１丁目北１－２,札幌市白石区本通２１丁目北１－２,,011-864-3512,株式会社エンパイアー,代表取締役,山下譲,札東保衛確認（ク）第12号,1969-03-27,
641,クリーニング工場,株式会社エンパイアー特殊クリーニング事業部　大谷地工場,北海道札幌市白石区本通２１丁目北１－５,札幌市白石区本通２１丁目北１－５,,011-861-2909,株式会社エンパイアー,代表取締役,山下譲,札白保衛確認（ク）第20号,1984-09-12,
642,取次所,ホクノー南口店,北海道札幌市厚別区もみじ台北７丁目１,札幌市厚別区もみじ台北７丁目１,もみじ台ショッピングセンター,011-897-6688,株式会社エンパイアー,代表取締役,山下譲,札厚保衛確認（ク）第6号,1990-11-26,
643,取次所,ホワイト急便厚別西３条３丁目店,北海道札幌市厚別区厚別西３条３丁目４－３５,札幌市厚別区厚別西３条３丁目４－３５,甘久ビル１階,050-5823-3873,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第13号,2012-05-18,
644,クリーニング工場,ぽよぽよらんどりー,北海道札幌市厚別区厚別西４条５丁目６－１３,札幌市厚別区厚別西４条５丁目６－１３,,011-896-7447,米田拓也,,,札保環確認（ク）第40号,2003-11-25,
645,取次所,クリーンライン丸西友厚別店,北海道札幌市厚別区厚別西４条６丁目７００－１２６,札幌市厚別区厚別西４条６丁目７００－１２６,西友厚別店１Ｆ,011-896-2003,有限会社丸高ドライクリーニング,代表取締役,山郁雄,札保厚確認（ク）第4号,2000-12-07,
646,取次所,ホワイト急便厚別西５条１丁目店,北海道札幌市厚別区厚別西５条１丁目１４－２５,札幌市厚別区厚別西５条１丁目１４－２５,,011-893-0500,太田紀一郎,,,札厚保衛確認（ク）第4号,1994-11-29,
647,取次所,㈱エンパイアー　厚別西店,北海道札幌市厚別区厚別西５条５丁目,札幌市厚別区厚別西５条５丁目,,011-892-8864,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第52号,2004-02-20,
648,取次所,クリーニングピュア　厚別中央店,北海道札幌市厚別区厚別中央１条４丁目１－２６,札幌市厚別区厚別中央１条４丁目１－２６,,011-801-6888,株式会社光生舎,代表取締役,高江智和理,札保環確認（ク）第28号,2010-12-09,
649,取次所,厚別区役所売店,北海道札幌市厚別区厚別中央１条５丁目３-2,札幌市厚別区厚別中央１条５丁目３-2,,011-895-2400,白石観光株式会社,代表取締役,布施正樹,札保厚確認（ク）第9号,1999-01-14,
650,取次所,エンパｲアー厚別中央店,北海道札幌市厚別区厚別中央１条７丁目１７-１,札幌市厚別区厚別中央１条７丁目１７-１,,011-804-0525,株式会社エンパｲアー,代表取締役,山下譲,札保厚確認（ク）第5号,1998-10-01,
651,取次所,クリーンライン丸高　ビックハウス　イースト店,北海道札幌市厚別区厚別中央２条２丁目２－６,札幌市厚別区厚別中央２条２丁目２－６,,011-896-4018,有限会社丸高ドライクリーニング,代表取締役,高山郁雄,札保厚確認（ク）第4号,1999-10-28,
652,取次所,エンパイアーデュオ店,北海道札幌市厚別区厚別中央２条５丁目６－３,札幌市厚別区厚別中央２条５丁目６－３,ＤＵＯ２　地下１階,011-890-2350,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第7号,2016-09-01,
653,取次所,クリーニングアット　ダイエー新札幌店,北海道札幌市厚別区厚別中央２条５丁目７－１,札幌市厚別区厚別中央２条５丁目７－１,ダイエー新札幌店　Ｂ１階,011-896-7522,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第8号,2010-06-10,
654,クリーニング工場,なかがわクリーニング,北海道札幌市厚別区厚別中央３条１丁目９－６,札幌市厚別区厚別中央３条１丁目９－６,,011-891-3166,中川欽一,,,札保厚確認（ク）第6号,2001-12-10,
655,取次所,札幌ひばりが丘病院売店,北海道札幌市厚別区厚別中央３条２丁目１２番１号,札幌市厚別区厚別中央３条２丁目１２番１号,,011-896-7180,シダックスシーアンドブイ株式会社,代表取締役,志田勤,札保厚確認（ク）第11号,1999-02-26,
656,取次所,ホワイト急便厚別中央３条２丁目店,北海道札幌市厚別区厚別中央３条２丁目１６番４６号,札幌市厚別区厚別中央３条２丁目１６番４６号,,011-891-0057,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第10号,2004-06-10,
657,取次所,ぴよちゃんクリーニング厚別中央店,北海道札幌市厚別区厚別中央３条３丁目１－１,札幌市厚別区厚別中央３条３丁目１－１,,011-896-1116,株式会社エースランドリー,代表取締役,菊地紀雄,札保厚確認（ク）第1号,2000-05-19,
658,取次所,ＣｏＣｏ厚別店,北海道札幌市厚別区厚別中央４条３丁目７－１２,札幌市厚別区厚別中央４条３丁目７－１２,メゾンド厚別１Ｆ,011-892-9029,社会福祉法人北海道光生舎,理事長,高江智和理,札保環確認（ク）第26号,2004-09-10,
659,取次所,有限会社淡路商店,北海道札幌市厚別区厚別中央４条４丁目４－２３,札幌市厚別区厚別中央４条４丁目４－２３,,011-891-2977,淡路光子,,,札厚保衛確認（ク）第23号,1987-12-24,
660,取次所,ホワイト急便厚別中央店,北海道札幌市厚別区厚別中央４条６丁目１－１０,札幌市厚別区厚別中央４条６丁目１－１０,,011-895-8539,丸山精一,,,札保厚確認（ク）第6号,2001-03-14,
661,取次所,ダスキン厚別中央支店,北海道札幌市厚別区厚別中央５条４丁目６－５,札幌市厚別区厚別中央５条４丁目６－５,,011-378-6370,ダスキンオビヒロ株式会社,代表取締役,小川和幸,札保環確認（ク）第17号,2018-01-25,
662,取次所,マックスバリュ厚別店,北海道札幌市厚別区厚別東１条１丁目３番１号,札幌市厚別区厚別東１条１丁目３番１号,,011-898-8846,株式会社エンパイアー,代表取締役,山下譲,札保厚確認（ク）第3号,2000-08-03,
663,取次所,エンパイアー厚別店,北海道札幌市厚別区厚別東２条１丁目２,札幌市厚別区厚別東２条１丁目２,,011-898-2835,株式会社エンパイアー,代表取締役,山下譲,札保厚確認（ク）第12号,1999-03-18,
664,取次所,（有）ダスキン青葉,北海道札幌市厚別区厚別東３条３丁目１４－１０,札幌市厚別区厚別東３条３丁目１４－１０,,011-898-2631,有限会社ダスキン青葉,代表取締役,国枝信義,札保環確認（ク）第77号,2007-03-30,
665,取次所,ダスキン厚別東店,北海道札幌市厚別区厚別東３条４丁目４－７,札幌市厚別区厚別東３条４丁目４－７,,011-802-6956,ダスキンオビヒロ株式会社,代表取締役,小川和幸,札保環確認（ク）第9号,2015-08-25,
666,クリーニング工場,愛クリーニング,北海道札幌市厚別区厚別東４条２丁目３－２３,札幌市厚別区厚別東４条２丁目３－２３,,011-898-3815,田中憲弘,,,札保環確認（ク）第48号,2005-01-26,
667,クリーニング工場,株式会社クリーンスター,北海道札幌市厚別区厚別東５条１丁目３－１,札幌市厚別区厚別東５条１丁目３－１,,011-809-4874,株式会社クリーンスター,代表取締役,小島隆義,札保環確認（ク）第39号,2007-11-02,
668,取次所,白洗舎クリーニング厚別ひばり店,北海道札幌市厚別区厚別南１丁目２番５号,札幌市厚別区厚別南１丁目２番５号,,011-894-1857,井元白洗舎クリーニング株式会社,代表取締役,井元英明,札保環確認（ク）第48号,2007-12-26,
669,取次所,市民生協ひばりが丘店クリーニングコーナー,北海道札幌市厚別区厚別南１丁目９－１,札幌市厚別区厚別南１丁目９－１,,011-861-2256,有限会社丸高ドライクリーニング,代表取締役,高山郁雄,札厚保衛確認（ク）第23号,1983-12-20,
670,取次所,ホワイト急便　厚別南２丁目店,北海道札幌市厚別区厚別南２丁目１２－１,札幌市厚別区厚別南２丁目１２－１,,050-5862-5817,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第1号,2017-04-20,
671,取次所,ピュアふらんせ,北海道札幌市厚別区厚別南２丁目２２－１２,札幌市厚別区厚別南２丁目２２－１２,,011-896-2188,佐藤レエ子,,,札厚保衛確認（ク）第4号,1992-09-21,
672,取次所,ダスキンエルム第一支店,北海道札幌市厚別区厚別南５丁目２１－２７,札幌市厚別区厚別南５丁目２１－２７,,011-892-4424,株式会社ダスキンエルム,代表取締役,藤沢捷,札保環確認（ク）第12号,2015-11-05,
673,取次所,クリーンライン大室,北海道札幌市厚別区厚別南５丁目２２,札幌市厚別区厚別南５丁目２２,マックスバリュー厚別店,011-896-5277,株式会社大室洗染所,代表取締役,大室昭洋,札厚保衛確認（ク）第8号,1996-10-09,
674,取次所,アット厚別南店,北海道札幌市厚別区厚別南６丁目１,札幌市厚別区厚別南６丁目１,,011-802-2850,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第18号,2002-06-07,
675,取次所,ピュアふらんせ厚別南店,北海道札幌市厚別区厚別南７丁目２－３,札幌市厚別区厚別南７丁目２－３,,011-892-4295,山本啓順,,,札厚保衛確認（ク）第7号,1993-10-19,
676,取次所,ホワイト急便フードセンター店,北海道札幌市厚別区厚別北２条５丁目１番１号,札幌市厚別区厚別北２条５丁目１番１号,フードセンター森林公園店内,050-5862-3022,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第1号,2015-04-02,
677,取次所,ベニーショップ,北海道札幌市厚別区上野幌２条５丁目８－１６,札幌市厚別区上野幌２条５丁目８－１６,,011-893-0100,花田了彰,,,札厚保衛確認（ク）第17号,1984-09-11,
678,取次所,エンパイアー上野幌店,北海道札幌市厚別区上野幌３条３丁目１６－１０,札幌市厚別区上野幌３条３丁目１６－１０,,011-896-3701,田中敏江,,,札厚保衛確認（ク）第4号,1995-06-29,
679,取次所,ホワイト急便札幌　上野幌３条４丁目店,北海道札幌市厚別区上野幌３条４丁目１７－２３,札幌市厚別区上野幌３条４丁目１７－２３,,011-892-8707,村本洋子,,,札厚保衛確認（ク）第10号,1996-11-12,
680,取次所,ドイツクリーナー上野幌店,北海道札幌市厚別区上野幌３条５丁目１９－２５,札幌市厚別区上野幌３条５丁目１９－２５,,011-895-6330,宮森奈々子,,,札厚保衛確認（ク）第7号,1995-11-21,
681,取次所,クリーニングふらんせ,北海道札幌市厚別区青葉町２丁目４３５－１９０,札幌市厚別区青葉町２丁目４３５－１９０,,011-891-5963,滝沢キサ,,,札厚保衛確認（ク）第6号,1992-11-20,
682,取次所,青葉町フジタ営業所,北海道札幌市厚別区青葉町７丁目８－２９,札幌市厚別区青葉町７丁目８－２９,,011-895-9392,有限会社みかさクリーニング,代表取締役,岡本勇吉,札厚保衛確認（ク）第3号,1992-07-30,
683,取次所,ホワイト急便サッポロ　青葉町８丁目店,北海道札幌市厚別区青葉町８丁目７－１２,札幌市厚別区青葉町８丁目７－１２,,011-896-6188,森冨美子,,,札厚保衛確認（ク）第3号,1997-09-10,
684,取次所,高木ふとん店,北海道札幌市厚別区青葉町９丁目２－１３,札幌市厚別区青葉町９丁目２－１３,,011-891-5902,社会福祉法人北海道リハビリー,理事長,石崎岳,札保環確認（ク）第4号,2012-04-25,
685,取次所,ホワイト急便青葉町１５丁目店,北海道札幌市厚別区青葉町１５丁目６－１,札幌市厚別区青葉町１５丁目６－１,,011-892-6797,澤山千昭,,,札厚保衛確認（ク）第6号,1996-09-12,
686,クリーニング工場,マルサクリーニング,北海道札幌市厚別区大谷地西６丁目２－５,札幌市厚別区大谷地西６丁目２－５,,011-891-3636,斉藤勝治,,,札厚保衛確認（ク）第17号,1982-09-13,
687,クリーニング工場,クリーンスター大谷地,北海道札幌市厚別区大谷地東２丁目２－１４,札幌市厚別区大谷地東２丁目２－１４,,011-375-7234,株式会社クリーンスター,代表取締役,小島隆義,札保環確認（ク）第2号,2018-04-23,
688,取次所,エンパイアー東光ストア大谷地店,北海道札幌市厚別区大谷地東３丁目３－２０,札幌市厚別区大谷地東３丁目３－２０,東光ストア大谷地店１F,011-896-4400,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第36号,2013-12-05,
689,取次所,クリーンラインマルタカ大谷地店,北海道札幌市厚別区大谷地東３丁目３番２０号,札幌市厚別区大谷地東３丁目３番２０号,,011-895-6684,有限会社丸高ドライクリーニング,代表取締役,高山郁夫,札保環確認（ク）第3号,2003-04-09,
690,取次所,白洗舎クリーニング旭町店,北海道札幌市豊平区旭町１条１丁目１番１号,札幌市豊平区旭町１条１丁目１番１号,,011-812-7012,山田幸雄,,,札保豊確認（ク）第10号,2000-01-07,
691,取次所,北海学園生活協同組合　ＧＣＯＮ,北海道札幌市豊平区旭町４丁目１－４０,札幌市豊平区旭町４丁目１－４０,北海学園大学学園会館２階,011-827-6211,北海学園生活協同組合,理事長,佐藤信,札保環確認（ク）第16号,2014-10-24,
692,取次所,ホワイト急便旭町５丁目店,北海道札幌市豊平区旭町５丁目３,札幌市豊平区旭町５丁目３,,011-811-6424,竹田悦子,,,札豊保衛確認（ク）第39号,1995-03-15,
693,クリーニング工場,株式会社今野クリーニング商会,北海道札幌市豊平区月寒西１条９丁目８－９,札幌市豊平区月寒西１条９丁目８－９,,011-851-0671,株式会社今野クリーニング商会,代表取締役,今野博之,札豊保衛確認（ク）第22号,1990-12-19,
694,取次所,クリーンライン大室　カウボーイ店,北海道札幌市豊平区月寒西１条１１丁目３,札幌市豊平区月寒西１条１１丁目３,カウボーイ１Ｆ,011-853-8140,有限会社佐川商会,代表取締役,佐川昇,札保環確認（ク）第67号,2002-10-31,
695,取次所,よしだ,北海道札幌市豊平区月寒西３条７丁目３,札幌市豊平区月寒西３条７丁目３,,011-851-9009,吉田リン子,,,札豊保衛確認（ク）第12号,1986-04-26,
696,取次所,佐藤ドライ月寒支店,北海道札幌市豊平区月寒中央通６丁目２－１０,札幌市豊平区月寒中央通６丁目２－１０,,011-851-5083,佐藤静市,,,札豊保衛確認（ク）第79号,1973-12-12,
697,クリーニング工場,ピュア月寒店,北海道札幌市豊平区月寒中央通６丁目３７１－４,札幌市豊平区月寒中央通６丁目３７１－４,Ｆ００６　１Ｆ,011-857-6131,株式会社光生舎,代表取締役,髙江智和理,札保環確認（ク）第6号,2018-06-01,
698,取次所,クリーニングピュア　月寒店,北海道札幌市豊平区月寒中央通８丁目３－３０,札幌市豊平区月寒中央通８丁目３－３０,,011-857-6131,株式会社光生舎,代表取締役,高江智和理,札保豊衛確認（ク）第16号,1997-12-06,
699,取次所,クリーンスター月寒中央店,北海道札幌市豊平区月寒中央通９丁目３番３４号,札幌市豊平区月寒中央通９丁目３番３４号,,011-374-4874,株式会社クリーンスター,代表取締役,小島隆義,札保環確認（ク）第27号,2013-10-16,
700,取次所,白洗舎 月寒東１条店,北海道札幌市豊平区月寒東１条１丁目２－１３,札幌市豊平区月寒東１条１丁目２－１３,,011-852-3918,茶木えり子,,,札保環確認（ク）第51号,2004-02-10,
701,取次所,株式会社光クリーニング月寒店,北海道札幌市豊平区月寒東１条５丁目,札幌市豊平区月寒東１条５丁目,,011-852-7747,室谷幹男,,,札豊保衛確認（ク）第20号,1983-11-15,
702,クリーニング工場,ファッションクリーニングＺＡＣＫ,北海道札幌市豊平区月寒東１条６丁目１－１３,札幌市豊平区月寒東１条６丁目１－１３,,011-852-1608,株式会社ザック,代表取締役,吉田成利,札豊保衛確認（ク）第5号,1990-05-15,
703,取次所,ホワイト急便月寒東１条７丁目店,北海道札幌市豊平区月寒東１条７丁目１－２,札幌市豊平区月寒東１条７丁目１－２,,011-851-3716,株式会社天狗山燃料,代表取締役,海道秀道,札豊保衛確認（ク）第7号,1996-07-10,
704,取次所,なんばドライ月寒店,北海道札幌市豊平区月寒東１条１６丁目１－３６,札幌市豊平区月寒東１条１６丁目１－３６,,011-851-6770,有限会社難波ドライ,代表取締役,難波雅彦,札豊保衛確認（ク）第19号,1986-09-12,
705,取次所,日糧生活協同組合,北海道札幌市豊平区月寒東１条１８丁目,札幌市豊平区月寒東１条１８丁目,日糧パン株式会社内,011-851-8127,株式会社光生舎札幌支店,支店長,鈴木淳,札豊保衛確認（ク）第11号,1985-06-28,
706,クリーニング工場,クールクリーニング,北海道札幌市豊平区月寒東２条５丁目１１－９,札幌市豊平区月寒東２条５丁目１１－９,,011-852-2619,中野研作,,,札保環確認（ク）第16号,2012-06-04,
707,取次所,ホワイト急便月寒東２条７丁目店,北海道札幌市豊平区月寒東２条７丁目１４－１０,札幌市豊平区月寒東２条７丁目１４－１０,,011-851-3564,友江幸枝,,,札豊保衛確認（ク）第3号,1994-04-20,
708,取次所,ホワイト急便月寒東　２条　７丁目店,北海道札幌市豊平区月寒東２条７丁目１４－１０,札幌市豊平区月寒東２条７丁目１４－１０,,050-5862-0702,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第25号,2013-10-04,
709,取次所,クリーンスター月寒東店,北海道札幌市豊平区月寒東２条１６丁目２－１５,札幌市豊平区月寒東２条１６丁目２－１５,,011-826-4874,株式会社クリーンスター,代表取締役,小島隆義,札保環確認（ク）第6号,2017-09-22,
710,取次所,クリーニングのマルゼン,北海道札幌市豊平区月寒東２条１８丁目１５番２６号,札幌市豊平区月寒東２条１８丁目１５番２６号,,011-852-3272,丸エム丸善薬粧有限会社,代表取締役,白石時子,札保豊確認（ク）第12号,2000-03-15,
711,取次所,札幌しらかば台病院売店,北海道札幌市豊平区月寒東２条１８丁目７－２６,札幌市豊平区月寒東２条１８丁目７－２６,札幌しらかば台病院内,011-852-8866,有限会社ワンタイムクリーニング,代表取締役,小原彦治,札豊保衛確認（ク）第19号,1988-12-23,
712,取次所,なんばドライ北野店,北海道札幌市豊平区月寒東２条１９丁目９,札幌市豊平区月寒東２条１９丁目９,,011-857-7768,有限会社難波ドライ,代表取締役,難波雅彦,札豊保衛確認（ク）第38号,1995-03-14,
713,クリーニング工場,パリス,北海道札幌市豊平区月寒東２条１９丁目９－４１,札幌市豊平区月寒東２条１９丁目９－４１,,011-854-5654,有限会社白豊舎,代表取締役,小笠原誠,札豊保衛確認（ク）第1号,1990-04-03,
714,クリーニング工場,クリーニングのパリス,北海道札幌市豊平区月寒東２条１９丁目９－４１,札幌市豊平区月寒東２条１９丁目９－４１,,011-854-5654,山根耕二,,,札保環確認（ク）第14号,2011-09-20,
715,取次所,株式会社　ダスキンひばり,北海道札幌市豊平区月寒東３条４丁目２５－５,札幌市豊平区月寒東３条４丁目２５－５,,011-851-2267,株式会社ダスキンひばり,代表取締役,獅子原昭,札保環確認（ク）第79号,2003-01-24,
716,取次所,ホワイト急便月寒３条４丁目店,北海道札幌市豊平区月寒東３条４丁目２－６,札幌市豊平区月寒東３条４丁目２－６,,011-855-9881,中村知子,,,札豊保衛確認（ク）第8号,1996-07-31,
717,クリーニング工場,株式会社鎌田クリーニング,北海道札幌市豊平区月寒東３条７丁目３－２,札幌市豊平区月寒東３条７丁目３－２,,011-851-8037,株式会社鎌田クリーニング,代表取締役,鎌田邦夫,札白保衛確認（ク）第71号,1973-10-24,
718,取次所,クリーニングアット　月寒東店,北海道札幌市豊平区月寒東３条８丁目１－１,札幌市豊平区月寒東３条８丁目１－１,スーパーアークス月寒東店１Ｆ,011-852-5775,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第22号,2010-10-27,
719,取次所,クリーンショップアライヤ,北海道札幌市豊平区月寒東３条９丁目８－１９,札幌市豊平区月寒東３条９丁目８－１９,,011-851-3757,有限会社クリーンショップＡＲＡＩＹＡ,代表取締役,笈田正太,札豊保衛確認（ク）第22号,1993-03-09,
720,取次所,エーワンドライクリーニング,北海道札幌市豊平区月寒東３条１５丁目５－１０,札幌市豊平区月寒東３条１５丁目５－１０,,011-851-7518,佐々木滋,,,札豊保衛確認（ク）第18号,1980-12-16,
721,取次所,ホワイト急便月寒東３条１８丁目店,北海道札幌市豊平区月寒東３条１８丁目１－７５,札幌市豊平区月寒東３条１８丁目１－７５,,011-854-4730,岩泉聖子,,,札豊保衛確認（ク）第13号,1995-07-26,
722,取次所,ドライバンバン北野店,北海道札幌市豊平区月寒東３条１９丁目１３,札幌市豊平区月寒東３条１９丁目１３,メゾンイーストリバー１Ｆ,011-851-0512,吉川美奈子,,,札豊保衛確認（ク）第16号,1995-09-04,
723,クリーニング工場,渋谷クリーニング,北海道札幌市豊平区月寒東４条７丁目８－２０,札幌市豊平区月寒東４条７丁目８－２０,,011-854-4258,渋谷勇,,,札豊保衛確認（ク）第4号,1982-03-23,
724,取次所,ホワイト急便　月寒東４条１７丁目店,北海道札幌市豊平区月寒東４条１７丁目１０ー２０,札幌市豊平区月寒東４条１７丁目１０ー２０,,011-854-8856,島由紀枝,,,札保豊確認（ク）第8号,2000-11-29,
725,取次所,月寒東５条１０丁目店,北海道札幌市豊平区月寒東５条１０丁目１－１,札幌市豊平区月寒東５条１０丁目１－１,,011-855-6572,平櫻まずみ,,,札保環確認（ク）第33号,2006-10-06,
726,取次所,クリンアイデアル月寒店,北海道札幌市豊平区月寒東５条１５丁目１－３６,札幌市豊平区月寒東５条１５丁目１－３６,,011-856-3225,有限会社クリンアイデアル,代表取締役,山道裕樹,札保環確認（ク）第5号,2004-05-21,
727,取次所,辻呉服店,北海道札幌市豊平区月寒東５条１８丁目８－１１,札幌市豊平区月寒東５条１８丁目８－１１,,011-852-0481,辻英二,,,札豊保衛確認（ク）第12号,1990-10-01,
728,取次所,ドライクリーニングＡ,北海道札幌市豊平区月寒東５条１８丁目８－７,札幌市豊平区月寒東５条１８丁目８－７,,011-851-8491,川崎一雄,,,札豊保衛確認（ク）第1号,1980-01-26,
729,取次所,エンパイアー水車町店,北海道札幌市豊平区水車町７丁目５番１０号,札幌市豊平区水車町７丁目５番１０号,,011-832-7897,秋辺得平,,,札保豊確認（ク）第3号,1998-06-19,
730,取次所,ピュア西岡店,北海道札幌市豊平区西岡１条３丁目９番１２号,札幌市豊平区西岡１条３丁目９番１２号,,011-855-7836,有限会社オフィス・エム,代表取締役,小仲美智子,札保環確認（ク）第27号,2003-09-19,
731,クリーニング工場,株式会社エスピードライ商会,北海道札幌市豊平区西岡２条１丁目２－１,札幌市豊平区西岡２条１丁目２－１,,011-852-5853,株式会社エスピードライ商会,代表取締役,大林正也,札豊保衛確認（ク）第6号,1987-05-13,
732,取次所,ホワイト急便西岡２条８丁目店,北海道札幌市豊平区西岡２条８丁目６－２６－１０１,札幌市豊平区西岡２条８丁目６－２６－１０１,,011-854-5544,山崎小緒里,,,札保環確認（ク）第5号,2005-06-03,
733,取次所,有限会社伊藤クリーニング西岡店,北海道札幌市豊平区西岡２条１０丁目４－１１,札幌市豊平区西岡２条１０丁目４－１１,,011-853-2340,有限会社伊藤クリーニング商会,代表取締役,伊藤晏雄,札豊保衛確認（ク）第4号,1992-06-02,
734,取次所,ホワイト急便西岡３条２丁目店,北海道札幌市豊平区西岡３条２丁目３－１,札幌市豊平区西岡３条２丁目３－１,,050-5822-6216,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第2号,2011-05-25,
735,取次所,エンパイアー　イオン西岡店,北海道札幌市豊平区西岡３条３丁目４－１,札幌市豊平区西岡３条３丁目４－１,,011-851-1757,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第5号,2010-05-21,
736,取次所,ホワイト急便　西岡ＢＩＧ店,北海道札幌市豊平区西岡３条７丁目,札幌市豊平区西岡３条７丁目,ザ・ビッグ西岡店内,050-5823-9660,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第12号,2013-07-04,
737,取次所,札幌大学生活協同組合クリーニング取次所,北海道札幌市豊平区西岡３条７丁目１－３,札幌市豊平区西岡３条７丁目１－３,,011-852-1181,社会福祉法人北海道光生舎,理事長,高江常男,札豊保衛確認（ク）第18号,1973-04-18,
738,取次所,オレンジハウス西岡店,北海道札幌市豊平区西岡３条１０丁目７番１０号,札幌市豊平区西岡３条１０丁目７番１０号,,011-854-3990,矢部之宏,,,札保環確認（ク）第85号,2003-02-14,
739,取次所,エンパイアー　ラッキー西岡店,北海道札幌市豊平区西岡３条１１丁目２－２,札幌市豊平区西岡３条１１丁目２－２,ラッキー西岡店,011-581-8550,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第37号,2013-12-06,
740,クリーニング工場,サムカワ産業株式会社,北海道札幌市豊平区西岡３条１１丁目９－３,札幌市豊平区西岡３条１１丁目９－３,,011-583-0528,サムカワ産業株式会社,代表取締役,寒川聡雄,札豊保衛確認（ク）第19号,1994-09-09,
741,取次所,ノーベルクリーニング西岡店,北海道札幌市豊平区西岡４条１丁目,札幌市豊平区西岡４条１丁目,,011-853-0521,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第2号,2003-04-07,
742,取次所,エンパイアー　西岡中央店,北海道札幌市豊平区西岡４条５丁目１－２８,札幌市豊平区西岡４条５丁目１－２８,,011-854-4746,株式会社エンパイアー,代表取締役,山下譲,札保豊確認（ク）第10号,1999-03-04,
743,クリーニング工場,（有）ワールドクリーニング,北海道札幌市豊平区西岡４条６丁目９－２５,札幌市豊平区西岡４条６丁目９－２５,,011-854-3117,有限会社ワールドクリーニング,代表取締役,榎本貴樹,札保環確認（ク）第19号,2013-09-02,
744,取次所,エンパイアー西岡中央店,北海道札幌市豊平区西岡４条７丁目８,札幌市豊平区西岡４条７丁目８,チサンマンション弐番館１階ウエストコート,011-854-4746,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第19号,2017-01-18,
745,取次所,クリーンパートナーチャオ　西岡店,北海道札幌市豊平区西岡４条９丁目１０－２５,札幌市豊平区西岡４条９丁目１０－２５,,011-853-4255,丸賞木下洗業株式会社,代表取締役,菅原信明,札保環確認（ク）第47号,2013-02-20,
746,取次所,白洗舎クリーニング　水源池通店,北海道札幌市豊平区西岡４条１０丁目２－１,札幌市豊平区西岡４条１０丁目２－１,,011-857-3082,井元白洗舎クリーニング株式会社,代表取締役,井元英明,札保豊確認（ク）第6号,1999-10-12,
747,取次所,ホワイト急便　サッポロ西岡５条１丁目店,北海道札幌市豊平区西岡５条１丁目１－６,札幌市豊平区西岡５条１丁目１－６,,011-857-8828,木越多喜子,,,札保豊確認（ク）第1号,2000-04-25,
748,取次所,ホワイト急便西岡５条２丁目店,北海道札幌市豊平区西岡５条２丁目６－１０,札幌市豊平区西岡５条２丁目６－１０,やまもと酒店,011-851-3494,山本幸夫,,,札豊保衛確認（ク）第20号,1995-10-04,
749,取次所,エンパイアー西岡店,北海道札幌市豊平区西岡５条１１丁目１１－１８,札幌市豊平区西岡５条１１丁目１１－１８,,011-582-7419,土田孝子,,,札保豊確認（ク）第12号,1997-08-18,
