都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金.基本.,料金.詳細.,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
271004,,大阪府,大阪市,安治川水門,アジガワスイモン,,,港区弁天6丁目,,34.6756399,135.4561375,,,,,,,大阪ではジェーン台風や第2室戸台風など高潮による大きな被害を受けてきたことから、その対策として、昭和45年（1970年）に建設された。耐震、耐風の安全性や、船舶航行時の必要上部空間を確保出来ることからアーチ型水門（幅57ｍ）が採用された。,,,,,安治川水門,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,大阪市築港赤レンガ倉庫,オオサカシチッコウアカレンガソウコ,,,港区海岸通2丁目6番1号,,34.6514545,135.4368349,,,,,,,大正12年（1923年）、住友倉庫により港湾倉庫として建設。港区では空襲にも焼け残った数少ない建造物。現在は大阪市が管理している。耐震上の問題から閉鎖しているが、広く市民に親しんでいただけるよう隣接する広場を開放するなど、今後とも倉庫の活用に向けた検討を行うこととしている。,,,,,大阪市築港赤レンガ倉庫,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,桜通り,サクラドオリ,,,港区磯路3丁目～弁天3丁目,,34.6642825,135.4571387,,,,,,,桜通りには、南北800ｍに渡ってソメイヨシノとサトザクラが植えられている。桜並木は、地域住民により植えられ、管理されているもので、港区の桜の名所となっている。桜の開花時期には地元愛護会によりぼんぼりが飾られる。,,,,,桜通り,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,桜通り,,,,港区磯路3丁目～弁天3丁目,,34.6642825,135.4571387,,,,,,,桜通りには、南北800ｍに渡ってソメイヨシノとサトザクラが植えられている。桜並木は、地域住民により植えられ、管理されているもので、港区の桜の名所となっている。桜の開花時期には地元愛護会によりぼんぼりが飾られる。,,,,,桜通り,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,北中道の古い街並み,キタナカミチノフルイマチナミ,,,東成区中道4丁目16番、17番,,34.6742451,135.538869,,,,,,,かつて平野川と暗越奈良街道とが交差する玉津橋は、交通の要所として賑わっていた。玉津橋西詰を北に入ると、通りの両側に蔵や板塀のある民家が連続しており、古い街並みを形成している。,,,,,北中道の古い街並み,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,旧三井釦被服,キュウミツイボタンヒフク,,,東成区大今里4丁目27番22号,,34.6678326,135.5486873,,,,,,,今里周辺には明治中期から大正にかけてボタンや被服の製造に携わる事業者が数多く存在した。そのなかで三井釦被服は最も大きな事業者であった。この建物は、昭和初期に軍の要請で四条畷市に青年学校校舎として建てられたが、青年学校校舎としては使用されず、小学校仮校舎として使用され、戦後になってから現在の地に移築したといわれる。移設当時から被服製品の販売を行っていたが、後に改装して用途の転用を図っている。移築当時は、左右対称の建物であったが、左側部分が取り壊され、非対称となっている。,,,,,旧三井釦被服,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,真言宗御室派密華山妙法寺,シンゴンシュウオムロハミッケザンミョウホウジ,,,東成区大今里4丁目16番50号,,34.669031,135.548083,,,,,,,聖徳太子の創建と伝えられる。石山合戦で焼失した本堂は、享保年間（1716年頃）に再建された。近世国学の祖と言われる契沖が、延宝7年（1679）から元禄3年（1690）まで住職を務め、ここで「万葉代匠記」を記したといわれ、境内は大阪府の史跡に指定されている。,,,,,真言宗御室派密華山妙法寺,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,玉津の昭和初期の街並み,タマヅノショウワショキノマチナミ,,,東成区玉津3丁目2番,,34.6668851,135.5365008,,,,,,,玉津周辺は、映画「血と骨」の舞台となった場所である。映画に出てくる市電「大成通一丁目」停車場（昭和44年（1969年）廃止）の周辺には、サンデー毎日創刊時からの看板、昭和8年（1933年）創業の食堂など昭和初期の街並みが残っている。,,,,,玉津の昭和初期の街並み,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,八王子神社御旅所の楠,ハチオウジジンジャオタビショノクスノキ,,,東成区大今里1丁目17番10号,,34.6731975,135.5453995,,,,,,,八王子神社御旅所の楠は、樹齢1300年を数えるとされ、明治18年（1886年）の洪水の際には、楠の上に、いかだを組んで難を逃れたという言い伝えがある。幹周11m、樹高25mで、大阪市の保存樹に指定されている。八王子神社御旅所は、この樹の見事さから楠神社とも呼ばれている。,,,,,八王子神社御旅所の楠,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,東小橋の街並み,ヒガシオバセノマチナミ,,,東成区東小橋3丁目6番～9番,,34.6667443,135.5341191,,,,,,,東小橋にある比賣許曽神社の歴史は古く、古事記では新羅から渡来した赤留比売命を祀ったと記され、石山合戦の兵火にあい、現在の地に移ったとされている。比賣許曽神社の周辺は、かつて江戸時代・明治時代の東小橋村の中心であった。現在でも、比賣許曽神社のほか、安楽寺、格子のある民家など、戦災から逃れた昔の街並みが残っている。,,,,,東小橋の街並み,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,火袋式道標,ヒブクロシキドウヒョウ,,,東成区大今里4丁目27番,,34.6677517,135.5491434,,,,,,,暗越奈良街道と千日前通が交差する場所に立つ道標。上部を四角にくりぬいて火袋とし、上に笠をのせた形状をしている。文化3年（1806年）に釘問屋が建てたといわれており、道標には「右志き山、八尾久宝寺道　左いせ、なら道」と示されている。,,,,,火袋式道標,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,深江の建築物、史跡群,フカエノケンチクブツ、シセキグン,,,東成区深江南3丁目5番～22番,,34.6699545,135.5605154,,,,,,,昔、良質の菅の生い繁った深江の地に、笠を縫うことを職業とした大和の一族が集団移住したことが始まりと伝えられている。菅笠・菅細工などの伝統文化が現在も継承され、伊勢神宮式年遷宮に使用する菅笠を納めている。深江集落には、笠縫邑跡として史跡に指定されている深江稲荷神社、法明寺などがあり、茅葺屋根形状の家屋、蔵、地蔵堂も多く見ることができる。,,,,,深江の建築物、史跡群,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,矢田地蔵尊,ヤタジゾウソン,,,東成区東小橋1丁目4番2号,,34.673978,135.5350489,,,,,,,玉造駅から東に入った暗越奈良街道沿いにある。峠越えをして奈良へいくときに、ここで願掛けをしたといわれている。奈良の矢田寺に縁のある地蔵で、地蔵堂の中央に安置された石の地蔵尊には、矢田寺への道しるべが彫られている。,,,,,矢田地蔵尊,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,もと精華小学校,モトセイカショウガッコウ,,,難波3-2,,34.6657713,135.5018316,,,,,,,,,,,,もと精華小学校,,,,,,文化・観光/その他施設
271004,,大阪府,大阪市,もと東平小学校,モトトウヘイショウガッコウ,,,中央区上本町西5-1,,34.668498,135.5187498,,,,,,,,,,,,もと東平小学校,,,,,,文化・観光/その他施設
271004,,大阪府,大阪市,樹齢200年のクスノキ,ジュレイ200ネンノクスノキ,,,福島区海老江3丁目4番20号,,34.6995029,135.4740117,,,,,,,樹齢約200年のクスノキが民家の塀から道にせり出して生えている。この木は一見すると塀の外から生えてきたように見えるが、実は根が家の地下までおよんでいる。背の高いトラックが枝に当るたびに振動が伝わり、家が大きく揺れるそうである。,,,,,樹齢200年のクスノキ,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,海老江八坂神社,エビエヤサカジンジャ,,,福島区海老江6丁目4番2号,,34.6988766,135.4708849,,,,,,,境内に天治(1120年代)の年号が刻まれた石灯籠があり、相当古い神社である。その昔は、牛頭天王社と呼ばれていたが、明治の初め八坂神社に改称された。この辺りは元々河口の砂洲で干拓により村ができ、鎮守社として創建されたものと思われる。毎年12月に古式そのままに、非公開で行われている宮座神事が大阪府無形文化財に指定されている。毎年夏祭りには地車3基、枕太鼓1基の巡行が行われ夏の風物詩のひとつになっている。,,,,,海老江八坂神社,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,聖天了徳院,ショウテンリョウトクイン,,,福島区鷺洲2丁目14番1号,,34.6984696,135.4829259,,,,,,,聖天さんの参道は、聖天通り商店街として江戸時代から栄えていたといわれる。今も住民の憩いの中心的寺院である。真言宗東寺派の寺院で歓喜天を祀っている。古くから「浦江の聖天さん」と呼ばれて親しまれ、大変賑わったところである。また、境内の桜・藤・杜若などが目を楽しませているとともに、丸角流の山門は大阪府の文化財に指定されている。,,,,,聖天了徳院,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,春日神社（野田藤発祥の地）,カスガジンジャ（ノダフジハッショウノチ）,,,福島区玉川2丁目2番7号,,34.6897882,135.4798416,,,,,,,春日神社は、新なにわ筋、玉川南公園の東、緑の玉垣に囲まれた小さな祠。野田村の庄屋であった藤家の氏神として祭られ、往時は広大な境内に大木に絡まりフジが一面に咲いていた。室町幕府二代将軍・足利義詮や豊臣秀吉もフジ見物に訪れたと伝わる。江戸時代は「藤之宮」とよばれ、この地のフジは「野田藤」の名で全国的に知られるようになった。祭神は天児屋根命・天照大神・宇賀御魂神である。その創建は藤原氏の分流、藤原藤足が、この地に移住して、その祖神春日明神を勧請したと、藤家に伝わる『藤伝記』にある。,,,,,春日神社（野田藤発祥の地）,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,大阪市中央卸売市場本場,オオサカシチュウオウオロシウリシジョウホンジョウ,,,福島区野田1丁目1番86号,,34.6842826,135.477592,,,,,,,大阪市中央卸売市場本場は、青果・水産物とその加工品や加工食料品を扱う卸売市場。西日本一の取扱高を誇る大規模集散市場である。近年は食品流通の基幹的役割を果たす機能や耐震構造の施設への建替を行い、安治川沿いには船着場や緑道が整備され区民の憩の場になっている。,,,,,大阪市中央卸売市場本場,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,野田恵美須神社,ノダエビスジンジャ,,,福島区玉川4丁目1番1号,,34.6883718,135.4791752,,,,,,,野田恵美須神社は「野田のえべっさん」で親しまれている。いつごろ創建されたのかは不明であるが、境内にある御影石に永久3年（1115年）と刻まれていることから、その頃と推測される。古来から「恵美須の大神」は漁業の神として祀られており、当時このあたりは難波八十島と呼ばれ、漁業中心の地域だった。毎年1月の十日戎には多くの参拝者で賑わい、夏祭りには地車・太鼓・鯛鉾の巡行が行われるなど、地元の氏神として信仰を集めている。,,,,,野田恵美須神社,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,トンネルの路地,トンネルノロジ,,,福島区野田2丁目17番12号,,34.6853075,135.4746538,,,,,,,野田商店街を北から南へと安治川の方へ抜ける途中の大野町公園を少し通りすぎた所にトンネルの路地がある。この路地は古い民家と薬屋さんの間の長さが10ｍにも満たない狭い通路であるが、民家の屋根が路地の上を覆いトンネルになっている。,,,,,トンネルの路地,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,野田の長屋,ノダノナガヤ,,,福島区野田3丁目13番38号～41号,,34.688654,135.4753834,,,,,,,福島区は戦災の被害にあまり遭わなかったため、長屋など昔の住居が比較的多く残っており、うだつのある家もある。昭和に入ってガラスが比較的安価に入手出来るようになり、大きくガラス窓を配した長屋が人気だった。,,,,,野田の長屋,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,野田緑道,ノダリョクドウ,,,福島区野田4～5丁目,,34.6842833,135.4725504,,,,,,,野田緑道は、昭和60年3月に廃線となった中央卸売市場への引き込み線跡地を公園として、整備したものである。地域の環境にうるおいを与える公園として整備され、現在では住民の憩いの空間として親しまれている。,,,,,野田緑道,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,ほたるまち,,,,福島区福島1丁目1番,,34.6939806,135.4888602,,,,,,,ほたるのようなやさしい光で川を照らす町になってほしいとの思いから「「ほたるまち」と名づけられ、平成20年(2008年)5月2日に誕生。梅田・福島・中之島が接する大阪の中心地にありながら、川の自然を感じられるこのまちは「文化・情報」（朝日放送本社、堂島リバーフォーラム、ABCホール）、「にぎわい」（堂島クロスウォーク）、「居住」（タワーマンション）の3つの機能を備えた複合都市である。また、「ほたるまち」はかつて中津藩の蔵屋敷があり、そこで福澤諭吉が生まれていることから、福沢諭吉誕生地の記念碑も建立されている,,,,,ほたるまち,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,福島天満宮,フクシマテンマングウ,,,福島区福島2丁目8番1号,,34.6948096,135.4871186,,,,,,,この天満宮は俗に「上之天神」と言われ、祭神は菅原道真・大国主命・事代主神などを祀っている。社伝によれば、延喜元年（901年）に菅原道真が、藤原時平により九州大宰府へ配転させられた際、当地の里人徳次郎が旅情を慰めたことをいたく喜ばれ、この辺りを餓飢島と呼ばれていたのを福島と名づけられた。後年、菅原道真が大宰府で失意のうちに死亡したのを聞いたこの地の里人らが、小祠を建てたのが起源とされている。,,,,,福島天満宮,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,莫大小（メリヤス）会館,メリヤスカイカン,,,福島区福島3丁目1番39号,,34.6906158,135.4845348,,,,,,,堂島大橋北詰に位置する「莫大小（メリヤス）会館」は、大阪輸出莫大小工業組合が、組合の事務所として、昭和4年（1929年）の第1期、昭和12年（1937年）の第2期に分け建設した。伸縮自在なメリヤスは莫大にも小にもなる意味から「莫大小（メリヤス）」とされた。現在は、テナントビルとして、建築設計事務所やレストラン・カフェ、ギャラリーなどが入居している。（設計：宗建築事務所、施行：大阪橋本組）,,,,,莫大小（メリヤス）会館,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,TKPゲートタワービル,,,,福島区福島5丁目4番21号,,34.6980675,135.489538,,,,,,,TKPゲートタワービル（Gate Tower Building）は、地上16階建てのオフィスビルである。通称「ビーハイブ（Beehive）」で、Beehiveとは「蜂の巣」、「にぎやかな場所」という意味である。高速道路がこのビルを貫通しているのが特徴で、立体道路制度適用第1号のビルである。,,,,,TKPゲートタワービル,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,旧川崎貯蓄銀行福島出張所（ミナミビル）,キュウカワサキチョチクギンコウフクシマシュッチョウジョ,,,福島区福島5丁目17番7号,,34.6951306,135.4848757,,,,,,,JR新福島駅近くの国道2号線に面したミナミ株式会社の建物は昭和9年(1934年)に建てられ、国の登録文化財に登録されている。鉄筋2階・地下1階建てのミナミビルは、イオニア式の4本の円柱が取り付けられた正面が後方に緩やかなカーブを描き、奥行き感を出している。玄関の円弧状のひさしには彫刻が施されているほか、ビル内部の柱の頭にもコリント式飾りが見られ、華やかさを演出している。,,,,,旧川崎貯蓄銀行福島出張所（ミナミビル）,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,日本基督教団　大阪福島教会,ニホンキリストキョウダン　オオサカフクシマキョウカイ,,,福島区福島7丁目19番16号,,34.6999312,135.4851365,,,,,,,大阪福島教会は心斎橋の大丸百貨店を手がけた建築家のヴォーリズの設計により昭和元年（1926年）に起工し、同年12月に竣工、昭和2年（1927年）に献堂式を行った。その後2回の修繕を経て、戦後の昭和25年（1950年）の大修理で装いを一変した。,,,,,日本基督教団　大阪福島教会,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,大正区の渡船場の景観,タイショウクノトセンジョウノケイカン,,,大正区泉尾7丁目13番、港区福崎1丁目3番,,34.6565185,135.4625003,,,,,,,大正区は四方を川と海に囲まれた地域であり、橋梁が整備された現在も、渡船は、区民の生活に欠かせない貴重な足としての役割を担っている。市内に8ヶ所ある渡船場のうち7ヶ所は大正区にあり、その景観には、水の都に思いを馳せさせるとともに、深く歴史を感じさせる力がある。■甚兵衛渡船場：大正区泉尾７丁目と港区福崎１丁目を結ぶ（岸壁間94メートル,,,,,大正区の渡船場の景観,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,木津川水門,キヅガワスイモン,,,大正区三軒家東3丁目6番,,34.6511441,135.479341,,,,,,,木津川水門は、造船所などがならぶ木津川にあるアーチ型水門である。台風などで押し寄せてくる大阪湾からの高潮をせき止めることを目的に、昭和45年（1970年）11月に整備された。アーチ型ゲートの主水門とスイング式ゲートの副水門からなっており、主水門の径間は57ｍ、副水門の径間は15ｍである。ともに緑色で彩られ象徴的な景観を呈している。,,,,,木津川水門,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,千島公園（昭和山）,チシマコウエン（ショウワヤマ）,,,大正区千島2丁目7番,,34.6491684,135.4740562,,,,,,,千島公園は、昭和51年(1976年）4月に開園された約11.2haの区を代表する総合公園である。千島公園内にある昭和山は、江戸時代に造られた天保山を模して昭和に造られた人工の山である。クスノキやケヤキなどが茂り、ツツジ、ヤマブキ、クチナシ、アセビが花を咲かせる大正区のシンボルとなっている。,,,,,千島公園（昭和山）,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,大正内港のはしけ桟橋,タイショウナイコウノハシケサンバシ,,,大正区千島3丁目24番,,34.6477728,135.4684237,,,,,,,大正中期から昭和初期、千島新田と泉尾新田一帯に、運河・貯木場・水路の開削と道路・橋梁・宅地盛土などの開発工事が実施され、材木業者が誘致された。昭和7、8年（1932、1933年）頃には業者数約600戸の木材街が出現し、その木材市場は業界の一大中心地となった。昭和50年（1975年）に現在の原型となる「大正内港はしけ桟橋」が整備され、わずかにその面影をとどめている。貯木場の移転後に整備され多くの船舶が係留されている桟橋の姿は、港らしい景観を作り出している。,,,,,大正内港のはしけ桟橋,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,千本松大橋と千本松渡船場,センボンマツオオハシトセンボンマツトセンジョウ,,,大正区南恩加島1丁目11番、西成区南津守5丁目4番,,34.6329173,135.4751894,,,,,,,"千本松渡船は大正区南恩加島1丁目と西成区南津守5丁目を結ぶ（岸壁間230メートル）。千本松の渡しが設けられた年代ははっきりしないが、大正時代の中頃に初めて設けられたものと思われる。現在も通勤通学の貴重な交通手段として利用されている。昭和48年（1973年）、この岸壁間に千本松大橋が完成した。地元では「めがね橋」の愛称で呼ばれている。橋下を大型船舶が航行できるよう桁下高を33m確保し、両端部の2階式ラセン状ランプウェーを含めた橋長は1,228mにおよぶ。",,,,,千本松大橋と千本松渡船場,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,千歳橋と千歳渡船場,チトセバシトチトセトセンジョウ,,,大正区北恩加島2丁目5番、鶴町4丁目1番,,34.6473944,135.4592933,,,,,,,千歳渡船は大正区鶴町4 丁目と同区北恩加島2 丁目を結んでいる(岸壁間371m)。鶴町側からは、多くの船が浮かぶ大正内港のかなたに、昭和山(標高33m)や千島団地等が眺められ、尻無川の広々とした河口風景ともあいまって、ウォーターフロントの美しい景観となっている。平成15年4月には、この渡しの上に橋長365m、海面からの高さ28m の千歳橋が完成し大正区の新たなランドマークとなっている。,,,,,千歳橋と千歳渡船場,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,新木津川大橋と木津川渡船場,シンキヅガワオオハシトキヅガワトセンジョウ,,,大正区船町1丁目1番、住之江区平林北1丁目1番,,34.6265845,135.4627179,,,,,,,木津川渡船は大正区船町1丁目と住之江区平林北1丁目を結んでいる(岸壁間238m)。昭和30年からカーフェリーを運航し乗用車から大型トラックまで運搬し得る能力を持っていたが、上流部に千本松大橋が開通し、今は人と自転車のみを運ぶ渡船となっている。新木津川大橋は、木津川の河口に位置している大正区と住之江区とを結ぶ橋で、河川内の航路(幅150m、高さ46m)確保のため、橋の全長は2.4km に及んでいる。本橋は川を渡る主橋(長さ 495m 幅員 11.25m)と両岸のアプローチ橋で構成され、主橋の形式は経済性と施工性に加えて景観面も考慮して中路式バランスドアーチ型式を採用している。現在、この形式の橋としては日本最大級であり、大阪港を代表する橋の一つである。本橋は平成6年の土木学会田中賞を受賞している。,,,,,新木津川大橋と木津川渡船場,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,大阪北港マリーナ,オオサカホッコウマリーナ,,,此花区常吉2丁目13番,,34.6741649,135.4091531,,,,,,,ヨット・ボートを中心とするマリンスポーツやレクリエーション活動を通じて、海に親しめる施設である。テニスコートもあるほか、隣接する緑地では海を眺めながらスポーツやピクニックを楽しむことができる。,,,,,大阪北港マリーナ,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,此花大橋,コノハナオオハシ,,,此花区北港2丁目、北港白津1丁目,,34.6665105,135.4139191,,,,,,,此花大橋は、此花区北港(既成市街地）と、舞州（人工島）を結ぶ橋として平成2年（1990年）に完成した、全長1.7ｋｍの長大橋である。主橋部は、世界でも珍しいモノケーブル自碇式吊橋（主径間300ｍ）と呼ばれる形式で、１本のメインケーブルによって橋桁を吊り下げている構造となっている。此花大橋の名前は、此花区のシンボルとなる橋として、市民に親しまれるように命名された橋で、橋上からの眺望はすばらしく、大阪港を代表する橋の一つである。,,,,,此花大橋,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,本宮鴉宮,ホングウカラスノミヤ,,,此花区伝法2丁目10番18号,,34.6873159,135.4547523,,,,,,,鎌倉時代初期、順徳天皇の御代建保２年３月１７日（1214年）傅母(でんぽう)、現在の伝法町の開拓が始まり、建保３年４月２５日（1215年）村と港、全国の繁栄を祈願し旧社名傅母頭(もりす)神社を創建。文禄元年２月１９日（1592年）大閤豊臣秀吉が渡航の際、御神前に祈願すると神の使である３本足の八咫烏(やたがらす)が〔航海安全の守護を示さん〕との神告があり、出発に際し神主田中八太夫(はちだゆう)を水先奉行に抜擢したところ、お告げ通り八咫烏が出現し先導、御導きにより翌文禄２年１月１６日（1593年）無事に帰還した。このことに大閤は感激し、神社名を「鴉宮(からすのみや)」に改められたと伝えられている。本殿・拝殿・中門と透塀は、国の登録有形文化財に登録されている。,,,,,本宮鴉宮,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,澪標住吉神社,ミオツクシスミヨシジンジャ,,,此花区伝法3丁目1番6号,,34.689499,135.4542477,,,,,,,延暦23年（804年）、遣唐使の航路安全を祈願してほこらを造り、一行の帰路を迎えるため、澪標（みおつくし）を立てたのがはじまりといわれている。後に、土地の守護神・海上交通の神として神殿境内が整えられた。澪標は、大阪市の市章のデザインになっている。,,,,,澪標住吉神社,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,旧鴻池本店・本宅,キュウコウノイケホンテン・ホンタク,,,此花区伝法4丁目3番55号,,34.6887585,135.4546108,,,,,,,旧本店は、明治43年（1910年）に建てられた、クラシック・モダンな木造洋館である。内部は流れるような美しい曲線と曲面、平滑な壁面などを特徴とするアールヌーボー様式を取り入れており、全国的にみても貴重な建物といえる。日本建築学会から「特に重要なもので注目すべき建築物」に選定された。旧本宅は旧本店と前後して建てられた町屋風の建物で、2階内部の装飾は、著名な彫刻家、相原雲楽の作品である。,,,,,旧鴻池本店・本宅,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,舞洲工場・舞洲スラッジセンター,マイシマコウジョウ・マイシマスラッジセンター,,,此花区北港白津1丁目2番28号,,34.6662774,135.4066111,,,,,,,港から舞洲へ此花大橋を渡ると、一際目立つ建物が２つ見える。左側に見えるのが舞洲工場である。舞洲工場は、焼却設備と粗大ごみ処理設備が併設され、最新の公害防止施設の採用や最大限の余熱利用を行っている。右側に見える舞洲スラッジセンターは、下水汚泥を効率的に集中処理する施設である。この建物や煙突などの外観デザインは、環境保護芸術家として世界的に著名なフリーデンスライヒ・フンデルトヴァッサー氏が担当し、外壁や屋上に木々を取り入れ自然との調和を図り、全体として「技術とエコロジーと芸術の調和」を表している。,,,,,舞洲工場・舞洲スラッジセンター,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,新夕陽ヶ丘,シンユウヒガオカ,,,此花区北港緑地2丁目,,34.666011,135.3916501,,,,,,,舞洲スポーツアイランドにある新夕陽ヶ丘には白い屋根の展望台があり、小高い丘の上からは舞洲や大阪港ベイエリアが見渡せる。空気の澄んだ日は、遠く淡路島や明石海峡大橋も見える。また、丘からは日本夕陽百選にも選定されたすばらしい夕日を見ることができる。,,,,,新夕陽ヶ丘,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,城北川新光製糖の艀,シロキタガワシンコウセイトウノハシケ,,,城東区今福西6丁目8番,,34.7031749,135.5538785,,,,,,,新光製糖は、精製糖、氷砂糖、液糖の製造販売等を業種とする会社である。昭和19年（1944年）に城東区鴫野町に設立、昭和27年（1952年）に今福工場を建設、昭和29年（1954年）に本社を今福に構えた。かつて“水の都”といわれた大阪に本社を置く新光製糖では、地の利を活かしてCO2排出量の少ない、艀（はしけ）輸送を50年以上続けている。,,,,,城北川新光製糖の艀,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,皇大神宮,コウタイジングウ,,,城東区今福南2丁目12番31号,,34.6977433,135.5508264,,,,,,,皇大神宮は、天照皇大神（あまてらすおおみかみ）を祭神とし、神宮様と称して広く崇敬され栄えてきた由緒ある神社である。現在の社殿は、享保2年（1742年）、天保13年（1842年）、明治13年（1880年）に改修され、昭和7年（1932年）に大阪城の設計を手がけた古川重春氏の設計により改築された、桃山様式の風雅な流造の社殿である。平安時代末期に摂津国今福村が開発された時、同地に天照皇大神をお祀りしたのが始まりと伝えられている。,,,,,皇大神宮,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,野崎街道の家並み,ノザキカイドウノイエナミ,,,城東区蒲生4丁目1～3番,,34.6974922,135.5444401,,,,,,,野崎街道は、通称「野崎の観音さん」で知られる曹洞宗福聚山慈眼寺(大東市野崎)へ参詣するルートである。野崎参りは 17世紀後半の延宝(1673～1681)・元禄(1688～1704年)に始まり、明治の末頃まで、大坂の町や近郷から行楽を兼ねてお参りをする人々で賑わった。今でも旧街道沿いに、古い伝統的な家屋が点在しており、かつての街道筋だった面影が残っている。,,,,,野崎街道の家並み,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,諏訪2丁目の大いちょう,スワニチョウメノオオイチョウ,,,城東区諏訪2丁目11番8号,,34.6856621,135.5605693,,,,,,,大阪市指定＜昭和43年（1968年）10月1日＞の保存樹で、高さ16.5m、幹まわり3.3mに達する。宅地内にあるが、樹高が高いことから遠くから眺められ、落葉の季節には、道一面に黄色いじゅうたんが敷きつめられたように美しくなる。幹まわりから見ても、かなりの樹齢であると推察され、この地域のシンボル的存在である。,,,,,諏訪2丁目の大いちょう,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,関目2丁目・4丁目の楠並木,セキメニチョウメ・ヨンチョウメノクスノキナミキ,,,城東区関目2丁目8番、9番、関目4丁目2番、10番,,34.7090363,135.5513668,,,,,,,関目2丁目、4丁目の道路にある楠並木。延長100m強の「クスノキ並木」で、高さ約10ｍ、枝振りも立派で手入れもよく行き届いた「癒しの空間」となっている。真夏の昼下がりや軽やかなそよ風に触れる事の出来る、貴重な緑陰空間である。,,,,,関目2丁目・4丁目の楠並木,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,中浜下水処理場の桜,ナカハマゲスイショリジョウノサクラ,,,城東区中浜1丁目17番,,34.6880346,135.5438849,,,,,,,中浜下水処理場は、大阪市で3番目の下水処理場として昭和35年に通水した。場内に整備された「中浜せせらぎの里」周辺には、約300本の桜並木が毎年春に見事な桜のトンネルを作り、多くの人々の目を楽しませている。,,,,,中浜下水処理場の桜,,,,,,文化・観光/都市景観資源
271004,,大阪府,大阪市,白山神社,シラヤマジンジャ,,,城東区中浜2丁目3番15号,,34.6851007,135.5410188,,,,,,,白山神社は、菊理媛神（くくりひめのかみ）を祭神としている。創建年月は不詳であるが、明治5年(1872年）までは、白山権現と称していた。応永（1394年）の頃から中浜・鴫野・森の諸村の氏神であった。天正4年 (1576年)織田信長が石山本願寺を攻撃した時、社殿を焼失したが、慶長8年（1603年）豊臣秀頼により再建された。しかし、同19年(1614年）大阪冬の陣による兵火で再び焼失した。元和3年（1617年）再建されるが、その後も幾度かの改築・修理が加えられ現在に至っている。,,,,,白山神社,,,,,,文化・観光/都市景観資源
